Student ID,Name,Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA
9f83db57-5cd5-4c13-a83c-906952aab364,Karan,19.0,Male,MECH,7.74,2.0,82.6,"Entrepreneurship Cell, Coding Club, Cultural Club","Data Science, Machine Learning, Web Development, Python, SQL",Yes,Research,Not Placed,,0.0,,5.76,8.25,7.73,7.54,7.72,9.39,9.19,6.31
3728ddc2-0f5e-4b47-a9d0-c613b0c77002,Karen Soto,19.0,Male,ECE,7.01,1.0,94.04,Coding Club,"Java, Data Science, SQL, Web Development, C++",No,,Not Placed,,0.0,,5.33,9.09,7.02,5.04,8.2,6.25,8.04,7.12
ffe8a701-8733-4220-bf65-bc642307d955,Ravi,22.0,Male,MECH,6.86,0.0,72.22,Literary Society,"SQL, Python, C++",Yes,Core Engineering,Placed,Research,5.68,Higher Studies,7.62,5.32,7.66,6.86,8.51,5.87,6.44,6.63
3e60dc38-31c9-42fe-8e3f-bc8c84de07aa,Rakesh,20.0,Male,EEE,7.37,1.0,68.19,"Robotics, Coding Club, Cultural Club","Web Development, Machine Learning",Yes,Core Engineering,Placed,Core Engineering,9.31,Research,5.16,7.29,8.25,8.38,8.86,5.23,8.63,7.18
a046b9ae-9d30-4208-9e52-f2cc4839a7d2,Karan,20.0,Male,CIVIL,7.1,1.0,72.56,Sports Club,"Web Development, Java, C++",Yes,Research,Not Placed,,0.0,,5.25,8.01,7.75,7.23,7.04,5.22,7.77,8.49
4e5d8f12-96b3-4f4a-80da-a8ca62305d27,Rodney Evans,20.0,Male,ECE,6.93,1.0,85.35,"Sports Club, Entrepreneurship Cell, Coding Club","Python, SQL",Yes,Core Engineering,Placed,Core Engineering,7.87,Job,6.5,7.13,7.17,7.2,5.77,8.26,7.13,6.28
ec42e2fe-4114-4736-922d-2cc52d091a0f,Karan,21.0,Male,MECH,7.07,1.0,77.21,Sports Club,"Python, Web Development, Machine Learning, Java, C++",Yes,Research,Placed,Core Engineering,12.97,Research,8.04,6.19,8.75,5.03,6.45,7.62,8.18,6.32
4ddb1b36-272c-4588-84a2-576c1fc905f8,Frank Fletcher,22.0,Female,CSE,7.22,0.0,60.26,"Literary Society, Robotics","Web Development, Python",Yes,Hardware,Not Placed,,0.0,,7.69,8.47,5.89,6.96,6.47,5.43,7.35,9.51
9ce7eed1-fcdf-4961-a45e-2ad08eefa5dd,Mason Moore,22.0,Male,CIVIL,7.45,1.0,95.82,"Cultural Club, Entrepreneurship Cell, Robotics","SQL, Java",No,,Placed,Consulting,5.76,Higher Studies,7.81,8.13,6.97,5.58,6.88,8.46,8.54,7.21
3c3a04e1-2673-4d70-83a9-f28dea48b463,Arjun,18.0,Male,MECH,6.94,3.0,93.73,Sports Club,"Data Science, Machine Learning",Yes,Consulting,Not Placed,,0.0,,7.56,5.46,5.93,6.21,7.54,6.7,8.36,7.8
f5948a54-5f80-4eeb-943a-9aff659b0105,Karl Branch,23.0,Female,ECE,7.1,0.0,70.97,"Robotics, Literary Society, Cultural Club","Web Development, SQL, C++, Java",Yes,Research,Placed,Core Engineering,8.44,Startup,7.11,7.18,6.9,6.2,7.44,7.11,7.29,7.59
088dbd82-d883-43f8-8c98-03de12de9e5a,Fernando Lynn,22.0,Female,ECE,6.95,2.0,99.12,"Coding Club, Cultural Club","SQL, Web Development, Machine Learning, C++",Yes,Core Engineering,Not Placed,,0.0,,7.94,7.78,7.03,6.1,6.35,6.45,6.68,7.27
819f9a74-14f9-4534-9cb1-73bd26689102,Divya,21.0,Female,CSE,7.23,2.0,88.92,"Coding Club, Sports Club","Java, Web Development",No,,Not Placed,,0.0,,6.7,6.68,7.28,6.54,8.3,7.09,8.02,7.21
dbb54645-7dda-41b6-97c4-caed47c4cc51,Annette Melton,18.0,Male,EEE,7.07,1.0,85.5,Robotics,"Java, Data Science, Machine Learning, C++",Yes,Research,Placed,Research,15.18,Higher Studies,5.43,6.73,7.46,7.55,7.55,7.8,6.55,7.5
4242be33-5d77-4c84-aa81-05a89500a368,Sonal,23.0,Female,IT,6.64,0.0,83.93,Entrepreneurship Cell,"C++, SQL",Yes,Research,Not Placed,,0.0,,6.84,5.81,6.63,7.02,6.35,7.94,6.84,5.66
05b3b6f7-ff43-4d94-9345-accc5574767a,Pooja,19.0,Female,IT,6.63,1.0,90.23,"Literary Society, Entrepreneurship Cell, Robotics","Web Development, Data Science, C++, Python",Yes,Core Engineering,Placed,Core Engineering,10.67,Startup,7.15,6.7,7.93,7.06,7.7,5.23,4.0,7.28
98a21f1c-914d-4fae-b100-13a7c6deb2f0,Anthony Moore,23.0,Male,ECE,6.6,0.0,75.64,"Entrepreneurship Cell, Robotics","SQL, Machine Learning, Java, Data Science, Web Development",Yes,Core Engineering,Placed,Research,6.98,Higher Studies,6.72,7.42,6.22,6.71,7.11,5.47,5.58,7.6
dec78fa0-6c14-44be-a65a-a092112ea3ee,Priya,19.0,Female,MECH,6.69,1.0,96.39,"Cultural Club, Sports Club, Robotics","Java, Python, C++, Web Development, SQL",No,,Placed,Research,17.8,Job,7.3,6.54,6.91,6.31,6.94,5.64,5.58,8.3
d171ac68-edae-411f-85cd-7dd4b4a84acc,Arjun,21.0,Male,MECH,7.05,3.0,60.09,"Coding Club, Sports Club, Cultural Club","C++, Data Science, Machine Learning, Web Development",No,,Placed,Core Engineering,19.73,Job,6.33,6.36,6.18,7.84,7.17,7.92,8.03,6.54
1328000b-cb9c-41c3-ac1c-3ed546d1fb89,Karan,23.0,Male,ECE,6.33,0.0,68.03,"Entrepreneurship Cell, Sports Club, Cultural Club","Web Development, Python, Java",No,,Placed,Consulting,16.16,Research,5.74,6.6,5.95,6.54,6.84,6.59,5.57,6.81
787f2425-dbcc-4477-89e9-db0adf465290,Robert Stevens,23.0,Male,CIVIL,6.64,0.0,82.66,Sports Club,"Machine Learning, C++, Python, Data Science",Yes,Higher Studies,Placed,Higher Studies,11.09,Startup,6.65,7.2,5.57,7.58,5.48,6.2,8.34,6.12
f4188f3f-8a14-4e62-a95b-4715c333e861,Kerry Smith,19.0,Male,IT,7.69,2.0,92.45,"Cultural Club, Robotics, Entrepreneurship Cell","Java, Web Development, C++, SQL, Data Science",Yes,Software,Not Placed,,0.0,,7.0,7.76,8.93,7.41,7.57,7.15,8.17,7.53
7135f221-a6c9-437f-84da-d06a7872bdeb,Catherine Richards,22.0,Male,IT,7.39,1.0,91.45,"Entrepreneurship Cell, Cultural Club","Machine Learning, Data Science",No,,Not Placed,,0.0,,6.55,9.01,8.77,5.97,6.29,7.07,8.4,7.06
b6ca1127-e9f8-4970-8d98-f9e28d888beb,Jennifer Morris,18.0,Male,MECH,7.12,1.0,65.82,"Robotics, Sports Club","Web Development, C++, Data Science",Yes,Consulting,Placed,Software,9.9,Job,6.9,8.23,7.11,6.63,6.37,7.27,6.15,8.28
c8b190e1-089a-4f4f-b1da-e8174937b90f,Kelli Hall,20.0,Female,MECH,7.41,1.0,73.42,Literary Society,"Web Development, Python, C++, Data Science, Java",No,,Not Placed,,0.0,,8.72,7.54,6.87,8.22,7.15,8.6,6.33,5.85
5f4f847d-7d59-46c0-a171-3445b637f3b1,Rakhi,22.0,Female,IT,7.11,2.0,75.59,"Literary Society, Robotics, Coding Club","Java, Machine Learning, Web Development, SQL, Python",Yes,Software,Placed,Hardware,15.41,Job,7.85,6.42,8.04,7.09,6.56,7.07,6.71,7.11
c7468f59-1b49-4e15-a2ad-d909c521bf2d,Christopher Rubio,23.0,Male,IT,6.64,0.0,83.93,Entrepreneurship Cell,"C++, SQL",Yes,Research,Not Placed,,0.0,,6.84,5.81,6.63,7.02,6.35,7.94,6.84,5.66
9db37a76-cc39-48c8-8759-0459b259685d,Anita,19.0,Female,EEE,7.06,2.0,65.6,"Coding Club, Cultural Club","SQL, Java, Data Science, Machine Learning, Web Development",No,,Placed,Core Engineering,8.92,Job,7.62,5.89,6.81,7.8,7.59,5.84,7.37,7.56
0fc82e26-ea5f-4589-a7f7-5c4b2f1997a6,Ramya,21.0,Female,MECH,7.0,2.0,93.33,"Literary Society, Sports Club","C++, Web Development, Data Science, Machine Learning",Yes,Consulting,Not Placed,,0.0,,6.68,7.21,8.01,6.55,6.12,5.56,7.48,8.38
568655fb-9a3b-4d93-a6b8-a3f489007bc4,Ravi,22.0,Male,CIVIL,6.16,2.0,60.33,Robotics,"Data Science, Python, Machine Learning",No,,Not Placed,,0.0,,5.12,7.62,6.36,5.81,6.38,6.82,6.4,4.79
d7b65b5f-9fc6-401c-8720-d8ba45d954a2,Karan,23.0,Male,CIVIL,7.08,2.0,60.04,Literary Society,"Data Science, SQL",No,,Not Placed,,0.0,,7.44,6.27,7.23,5.14,7.6,7.3,7.64,8.06
99e1b153-6bd1-4ab6-8648-635088765d44,Priya,23.0,Female,MECH,6.74,0.0,94.48,"Literary Society, Robotics, Cultural Club","C++, Data Science",Yes,Higher Studies,Placed,Software,10.21,Startup,6.77,6.82,6.52,7.69,6.37,6.64,5.74,7.38
80c1319d-16fa-4b56-9a2c-756a5e65d291,Neha,23.0,Female,ECE,7.16,1.0,63.23,"Entrepreneurship Cell, Coding Club, Literary Society","SQL, Web Development, C++, Java",No,,Placed,Higher Studies,14.43,Higher Studies,6.73,8.06,7.31,6.11,7.25,7.81,6.92,7.07
6afa828c-2cd1-4b9f-abe5-841fe9c96c52,Casey Gillespie,21.0,Male,CSE,6.89,1.0,65.21,"Robotics, Entrepreneurship Cell","C++, Data Science, Java, Web Development, Machine Learning",No,,Not Placed,,0.0,,6.84,8.62,7.56,5.68,6.91,6.75,5.83,6.9
74c0286f-6916-47e3-b362-e5ace03b6ace,Siddharth,22.0,Male,ECE,6.4,2.0,64.46,Coding Club,"Data Science, Web Development, Python, SQL",Yes,Software,Not Placed,,0.0,,6.79,5.92,5.19,5.36,6.87,9.11,4.28,7.7
70e79f2f-73eb-4d3f-a2cb-7dcd9ea4e2ff,Rakhi,20.0,Female,EEE,6.77,5.0,93.69,Coding Club,"Java, SQL, Machine Learning",No,,Placed,Higher Studies,16.99,Research,8.69,6.31,7.77,7.71,4.36,6.17,5.71,7.45
1e4af885-cf5e-40dd-b35f-489c0e710440,Rahul,23.0,Male,IT,7.11,0.0,98.47,Literary Society,"SQL, Machine Learning",No,,Placed,Consulting,11.69,Research,7.88,6.27,8.98,7.64,6.79,4.98,5.62,8.7
88d94f82-3020-49ec-8068-f195ae513e10,Kavya,23.0,Female,EEE,7.26,1.0,76.78,"Cultural Club, Sports Club","Python, C++, Java, SQL, Data Science",Yes,Hardware,Placed,Software,11.25,Startup,5.62,8.7,8.08,5.84,7.47,7.84,7.16,7.33
bc76937c-e33b-43ad-bd79-a1c007c10e74,Kavya,20.0,Female,IT,7.06,1.0,79.27,"Coding Club, Robotics, Entrepreneurship Cell","Python, SQL, Data Science, C++",Yes,Consulting,Placed,Research,8.4,Higher Studies,7.0,7.05,6.68,7.55,8.05,7.58,6.79,5.78
bcf70c59-e75e-4eb4-99c2-2e6591ce0d2c,Priya,21.0,Female,CIVIL,6.93,1.0,76.28,"Robotics, Entrepreneurship Cell","Machine Learning, Python, Web Development, Data Science, SQL",No,,Not Placed,,0.0,,7.58,8.2,6.19,7.39,7.73,6.33,6.79,5.25
31c0fbd4-05f3-42cc-b1cd-70157c9d47d5,Rakhi,22.0,Female,CSE,7.63,0.0,63.36,"Coding Club, Robotics","Web Development, Java",No,,Not Placed,,0.0,,8.51,8.12,5.58,7.22,7.74,7.62,6.37,9.91
059c1ba0-bbec-421d-b610-901c2196b3b5,Caroline Richardson,22.0,Male,CIVIL,6.83,1.0,84.05,Coding Club,"C++, Data Science, Web Development, Machine Learning",No,,Placed,Hardware,12.56,Higher Studies,8.73,7.67,6.75,6.76,4.78,6.15,6.65,7.18
4c636e95-025f-4543-8997-623ae0723d96,Ashley Bird,23.0,Female,IT,6.5,2.0,69.42,"Coding Club, Entrepreneurship Cell, Literary Society","Data Science, Machine Learning",No,,Placed,Software,8.28,Startup,6.09,7.29,6.37,4.11,8.93,5.93,7.56,5.75
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Elizabeth Kelley,18.0,Female,CSE,7.1,0.0,95.78,"Robotics, Sports Club, Entrepreneurship Cell","SQL, C++",No,,Not Placed,,0.0,,7.51,6.8,6.09,7.97,6.76,7.1,7.55,7.04
fa5d3100-11b7-4948-90e6-e6607c69dee1,Pamela Anderson,22.0,Male,IT,6.43,0.0,64.0,"Robotics, Cultural Club","C++, Python, Web Development, SQL, Java",Yes,Software,Not Placed,,0.0,,7.76,5.89,6.14,7.79,7.63,4.75,4.54,6.92
02d2265b-2ad2-4193-86ea-50fcab7682bb,Arjun,20.0,Male,MECH,7.63,1.0,72.86,"Cultural Club, Robotics, Coding Club","C++, Machine Learning, Java, Web Development, Python",No,,Placed,Research,3.33,Research,8.85,7.6,8.62,7.49,8.52,7.37,7.73,4.87
a65be22b-d5a3-46d9-8362-a810a2611b8d,Andrea Hale,20.0,Male,CSE,6.24,1.0,86.03,"Literary Society, Entrepreneurship Cell","Python, Java, SQL",No,,Not Placed,,0.0,,5.61,6.52,6.86,5.31,7.71,6.77,5.61,5.55
396295f7-bb67-4fbf-bc1e-afb5596a8d6e,Anita,19.0,Female,IT,6.76,1.0,82.48,"Coding Club, Robotics, Literary Society","SQL, C++, Data Science, Python, Machine Learning",No,,Placed,Core Engineering,3.1,Job,6.23,5.87,7.31,5.73,6.59,6.0,7.55,8.8
57c700aa-b7b5-4ea7-b5eb-d32d9ad620ab,Mark Baker,22.0,Female,IT,7.36,2.0,96.83,"Cultural Club, Sports Club, Entrepreneurship Cell","Web Development, Machine Learning, C++, Data Science, SQL",No,,Not Placed,,0.0,,6.21,7.47,8.88,8.35,8.59,6.49,6.01,6.87
01e187d8-1a31-4044-95a0-f35665abc9ff,Mary Bridges,19.0,Female,IT,7.45,0.0,64.08,Entrepreneurship Cell,"SQL, Web Development, Machine Learning",Yes,Software,Not Placed,,0.0,,6.62,8.6,7.75,8.41,7.35,7.41,6.88,6.56
848af440-7fc1-4858-afa0-d842bc55300b,Justin Green,19.0,Male,EEE,7.09,1.0,69.07,"Sports Club, Literary Society, Coding Club","SQL, Java",Yes,Research,Placed,Hardware,12.64,Startup,8.54,5.42,6.86,8.41,7.4,6.51,5.45,8.15
0e7da698-ab95-472f-8d95-aaf5253421bc,Paul Martin,22.0,Female,MECH,7.02,0.0,94.42,Sports Club,"Machine Learning, SQL",Yes,Core Engineering,Placed,Consulting,11.05,Research,7.27,6.38,8.81,7.4,6.4,7.57,7.09,5.28
16db80db-a543-448e-9adf-e9816ab19e15,Daniel Holloway,21.0,Male,EEE,6.96,0.0,73.54,Coding Club,"SQL, Web Development",No,,Not Placed,,0.0,,5.83,6.62,6.53,7.8,7.07,9.55,4.99,7.31
a0ee89ae-d453-4d32-8b0d-bb418d5288f1,Shannon Ray,20.0,Female,EEE,7.12,2.0,64.88,Robotics,"Java, Web Development, SQL, Machine Learning",No,,Placed,Consulting,9.06,Higher Studies,8.62,7.82,7.29,7.9,6.39,6.68,5.52,6.77
c6319c16-5827-4c1d-93e0-f2354e80d10b,Nancy Wyatt,21.0,Male,ECE,6.5,1.0,64.68,"Entrepreneurship Cell, Sports Club","C++, Web Development",Yes,Software,Placed,Consulting,8.09,Job,6.18,4.9,8.04,6.43,7.84,7.29,5.17,6.19
df6afe33-9489-4539-a373-f2b93658fed3,Priya,22.0,Female,MECH,7.02,0.0,74.2,"Entrepreneurship Cell, Coding Club","Machine Learning, Web Development, C++, Python",Yes,Research,Not Placed,,0.0,,7.34,7.91,6.75,5.8,8.0,6.1,7.26,6.98
09f64405-0b99-4034-8a4e-255280051b10,Gary Wells,22.0,Male,MECH,6.92,3.0,83.69,Entrepreneurship Cell,"Data Science, SQL",No,,Placed,Core Engineering,14.92,Job,6.82,5.9,5.52,6.91,6.66,7.0,7.09,9.49
a8499b92-6b52-42e3-94fc-dd549e8fc965,Kelly Donovan,21.0,Female,EEE,6.4,1.0,62.07,"Cultural Club, Coding Club","Python, Web Development, Machine Learning, Data Science, Java",Yes,Higher Studies,Placed,Higher Studies,8.72,Job,7.28,4.26,6.54,6.69,5.48,7.8,5.86,7.27
32fbcf3a-ded2-4fc4-9a0f-35bca3ec06d5,Siddharth,22.0,Male,ECE,6.87,0.0,65.77,"Literary Society, Entrepreneurship Cell, Cultural Club","C++, Data Science, Machine Learning, Python, Java",Yes,Higher Studies,Placed,Software,15.9,Higher Studies,7.08,6.54,7.52,6.18,6.47,6.35,7.86,6.99
9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,Nicole Wilson,20.0,Female,CIVIL,6.99,0.0,71.81,"Coding Club, Entrepreneurship Cell, Robotics","Data Science, Machine Learning, Python",Yes,Consulting,Not Placed,,0.0,,6.17,7.16,6.28,8.56,5.94,7.06,7.33,7.39
cdbc2c1c-a4af-47bd-ae45-5cc6b88e830f,Lisa Lee,20.0,Female,ECE,7.66,0.0,64.33,"Literary Society, Sports Club, Coding Club","Web Development, C++",No,,Placed,Higher Studies,17.32,Higher Studies,8.91,6.93,6.75,8.09,7.4,6.82,6.36,10.0
3d687b1f-2b22-408f-85d2-ab496a237988,Anil,18.0,Male,CIVIL,7.94,1.0,90.57,"Entrepreneurship Cell, Robotics, Coding Club","Python, Machine Learning, Data Science",No,,Placed,Higher Studies,12.9,Research,9.38,6.88,8.67,7.31,7.31,8.84,7.78,7.37
1422373f-8622-48d1-a683-e10796c044d0,Eric Morgan,21.0,Male,CIVIL,7.28,0.0,68.69,"Cultural Club, Coding Club","Python, Web Development",No,,Placed,Software,10.89,Higher Studies,5.24,6.71,8.04,7.5,6.84,8.31,7.74,7.82
8d244e3e-c4da-4ddb-a0b1-5abaa6a27967,Cindy Hayes,18.0,Female,EEE,7.33,0.0,76.73,"Cultural Club, Sports Club","C++, Data Science, Machine Learning",Yes,Core Engineering,Not Placed,,0.0,,5.88,8.24,6.84,6.45,7.16,7.5,8.12,8.45
edc6ae05-fada-4b0b-aca0-2ada7c019b87,Ravi,19.0,Male,IT,7.25,1.0,72.04,Entrepreneurship Cell,"Machine Learning, Java, Data Science",Yes,Consulting,Not Placed,,0.0,,5.66,7.69,6.39,8.72,8.99,6.23,6.45,7.86
12a07507-87be-4932-844d-625134473972,Sonal,21.0,Female,CSE,7.23,2.0,88.92,"Coding Club, Sports Club","Java, Web Development",No,,Not Placed,,0.0,,6.7,6.68,7.28,6.54,8.3,7.09,8.02,7.21
8a0ea57a-9a7d-409d-a6e8-790b215d3b1f,Stephanie Hampton,19.0,Female,CSE,6.7,1.0,72.26,"Entrepreneurship Cell, Cultural Club, Robotics","Web Development, SQL, Java, Data Science, Machine Learning",No,,Not Placed,,0.0,,7.14,6.45,7.13,6.49,7.25,6.83,5.47,6.86
f79cb82b-4679-455b-b834-c6a4a6f03619,Amit,22.0,Male,MECH,6.99,0.0,85.72,Cultural Club,"C++, Web Development, Data Science",No,,Not Placed,,0.0,,5.82,8.19,6.54,7.2,7.28,6.74,7.59,6.53
c49c285b-6a42-4aad-92ef-05a410e1b73c,Pooja,23.0,Female,EEE,7.13,0.0,80.0,Robotics,"Data Science, SQL, Machine Learning, Python",No,,Placed,Core Engineering,10.0,Higher Studies,7.11,7.45,4.91,8.41,8.34,4.67,8.09,8.06
7fd75be9-f99d-40f4-8f0c-8ac73932760b,Amit,20.0,Male,MECH,6.6,2.0,75.89,Entrepreneurship Cell,"Machine Learning, Java, SQL, Web Development",Yes,Hardware,Placed,Higher Studies,8.73,Research,6.11,6.61,6.82,4.1,8.67,6.1,7.51,6.91
89a3c811-895c-4fde-a3fa-40691519fd38,Diamond Collins,18.0,Male,IT,6.53,0.0,65.37,"Literary Society, Sports Club, Robotics","Python, Data Science, Java",No,,Placed,Core Engineering,13.96,Job,5.62,6.82,6.84,7.22,6.25,6.07,7.33,6.1
1eb74b56-53ff-43a2-8a19-35014169b9fc,Paul Thompson,23.0,Female,CSE,6.88,1.0,77.34,"Coding Club, Robotics","Data Science, Web Development, Machine Learning",No,,Not Placed,,0.0,,8.24,6.54,6.96,7.06,7.85,4.75,6.39,7.21
bc9a7998-6365-4c2a-a793-cb096b271eff,Michael Armstrong,19.0,Female,ECE,6.18,1.0,65.28,"Robotics, Literary Society, Cultural Club","Java, C++, SQL, Machine Learning, Web Development",No,,Not Placed,,0.0,,6.34,5.96,7.34,5.45,5.88,6.33,5.2,6.97
b40ef8f4-943a-41f6-8a63-94a1b6733a2d,Amit,19.0,Male,EEE,7.18,1.0,98.45,"Literary Society, Cultural Club","Web Development, SQL",Yes,Core Engineering,Placed,Research,17.36,Startup,6.54,7.07,6.82,8.2,7.7,6.83,6.09,8.19
c5f8e2f8-414f-4994-a845-77805e20c957,Kenneth Sharp,18.0,Male,MECH,7.17,1.0,60.05,"Cultural Club, Literary Society","Python, Data Science, Web Development, Java, Machine Learning",Yes,Core Engineering,Placed,Software,5.04,Higher Studies,7.69,4.85,7.45,6.36,8.65,7.62,7.24,7.49
5bc6515f-3d9e-429b-8b57-6b4758606057,Kavya,23.0,Female,CIVIL,7.05,1.0,88.84,"Robotics, Literary Society","Machine Learning, Java, SQL",No,,Placed,Consulting,9.0,Higher Studies,8.87,8.01,6.54,7.78,6.6,5.89,6.1,6.64
e516b0d4-7d35-42cc-b88f-d0cd65c06b93,Anna Stephens,23.0,Female,MECH,6.96,2.0,69.32,"Literary Society, Coding Club","Machine Learning, C++, Python, Web Development, SQL",No,,Not Placed,,0.0,,6.83,5.81,8.68,6.18,7.73,5.7,6.78,7.99
56bc0cdc-739f-4756-bfab-acff5a8de741,Meena,22.0,Female,ECE,6.66,1.0,61.42,Sports Club,"Data Science, Machine Learning, SQL, Python, Java",No,,Not Placed,,0.0,,7.32,7.17,6.0,6.82,4.82,7.18,8.43,5.53
9322a304-f206-48b3-97d2-388e988df8e9,Pooja,19.0,Female,EEE,7.54,1.0,89.69,"Entrepreneurship Cell, Sports Club","SQL, Python",No,,Placed,Core Engineering,13.93,Higher Studies,6.72,6.8,6.65,9.63,9.06,7.3,7.42,6.76
3f899fa1-1584-4624-b8aa-f16d592fab49,Anita,19.0,Female,ECE,6.96,0.0,64.05,"Entrepreneurship Cell, Robotics","Java, Machine Learning, Python, C++, Web Development",Yes,Research,Placed,Core Engineering,3.19,Research,6.92,5.12,8.54,6.64,7.63,6.89,6.73,7.19
0ab54bde-20a0-4502-ae06-809725e97977,Steven Flynn,20.0,Female,CSE,7.03,0.0,64.16,"Entrepreneurship Cell, Coding Club, Robotics","Data Science, Machine Learning, C++",Yes,Hardware,Placed,Research,16.6,Research,5.59,6.22,5.89,8.75,7.94,8.27,7.72,5.87
989b9cdd-d12c-49f2-9563-016097acc49d,Divya,19.0,Female,MECH,7.75,0.0,72.05,"Sports Club, Coding Club","C++, Machine Learning",Yes,Research,Placed,Consulting,7.23,Job,7.53,7.15,8.18,9.34,7.87,7.95,7.13,6.86
620e99d3-3b33-43d8-a69c-d696236c7b87,Michelle Brown,18.0,Female,CSE,6.45,2.0,85.15,"Cultural Club, Robotics, Sports Club","Java, C++, Python, Web Development, SQL",No,,Placed,Core Engineering,15.5,Startup,6.16,6.99,5.63,6.53,5.66,6.63,6.66,7.35
600c9c71-0990-4647-8ac8-d87ea689d07f,Dawn Nichols,19.0,Female,CSE,6.8,1.0,86.53,"Cultural Club, Robotics","Data Science, Web Development, SQL",Yes,Software,Not Placed,,0.0,,5.82,5.85,9.11,6.14,6.68,6.63,6.58,7.62
5a5226e6-9d64-4932-8066-853d6de299a1,Jason Beck,22.0,Female,MECH,7.45,0.0,96.43,Cultural Club,"Java, Web Development, Python",No,,Not Placed,,0.0,,7.36,7.52,6.88,8.77,7.5,8.84,6.35,6.37
e13aa3fe-9dac-463a-bc1d-0e0d607283af,Ravi,19.0,Male,ECE,7.12,0.0,88.33,Robotics,"Python, Java, C++, SQL, Machine Learning",Yes,Consulting,Placed,Higher Studies,11.19,Job,5.42,7.08,8.06,7.24,6.68,7.46,7.19,7.83
a723fb72-682b-463a-a86e-d390edd97a1a,Sherry Woods,18.0,Male,CIVIL,6.48,0.0,90.07,"Entrepreneurship Cell, Literary Society","C++, Web Development",Yes,Consulting,Placed,Hardware,18.41,Research,6.83,6.14,5.76,7.17,6.82,6.56,7.08,5.48
92806b50-7467-4070-bb28-4673394ddcc0,Karan,20.0,Male,CIVIL,6.52,0.0,69.78,"Cultural Club, Literary Society","Java, Machine Learning, Web Development, SQL",No,,Not Placed,,0.0,,8.25,5.4,5.48,6.09,6.52,5.6,7.37,7.43
42533a86-6c73-4f86-a564-c8c261497f06,Pooja,22.0,Female,ECE,7.07,0.0,78.76,"Coding Club, Sports Club, Robotics","Web Development, SQL, Python, C++",No,,Placed,Higher Studies,11.58,Research,7.35,5.76,8.63,7.41,6.74,7.22,7.93,5.53
f4e35f7b-a1b7-43d8-b6b8-74d349599bed,Christopher Morton,19.0,Female,CIVIL,6.9,1.0,93.99,"Coding Club, Robotics","Java, Machine Learning, Python, Web Development",Yes,Research,Placed,Consulting,10.44,Higher Studies,6.62,7.9,7.72,6.71,6.86,6.57,6.83,6.03
e2b6855a-d4ec-407d-a584-2e131d278a46,Kavya,21.0,Female,EEE,6.72,3.0,89.49,Sports Club,"Machine Learning, Python",Yes,Higher Studies,Placed,Higher Studies,3.62,Job,7.55,6.45,8.92,6.23,5.31,6.53,5.02,7.75
cbd58bf6-1efd-46e9-8e37-14af99b49350,Dr. Hannah Patterson,22.0,Male,CIVIL,7.83,0.0,63.18,"Entrepreneurship Cell, Cultural Club, Coding Club","Data Science, Web Development, Python, SQL, Machine Learning",No,,Placed,Consulting,4.46,Research,6.91,9.58,6.2,8.64,8.68,6.45,7.57,8.63
bb026576-f512-44c3-b253-d2186c4a37ea,Kristi Higgins MD,21.0,Male,IT,6.69,1.0,61.47,"Robotics, Cultural Club","C++, Machine Learning, Python, Java",Yes,Hardware,Not Placed,,0.0,,7.61,7.76,6.47,6.42,6.72,4.7,5.48,8.37
d52721e7-19bc-443e-bb02-bebb48729a4d,Darren White,23.0,Female,CIVIL,7.51,0.0,63.39,Entrepreneurship Cell,"C++, Python",Yes,Consulting,Not Placed,,0.0,,8.3,8.56,7.03,6.25,7.46,6.32,9.01,7.14
ddcf8766-a93b-42cd-9c24-220e2cabd7e7,Adrian Tyler,19.0,Male,ECE,6.96,1.0,62.45,"Robotics, Sports Club, Coding Club","Java, Machine Learning, Data Science, SQL",No,,Not Placed,,0.0,,7.06,8.31,6.4,6.95,7.37,6.82,7.95,4.79
4d71c366-b41b-4143-8b10-550cd5704f32,Victoria Valdez,23.0,Female,CIVIL,7.38,0.0,81.46,"Sports Club, Entrepreneurship Cell, Literary Society","C++, Java, Python, Data Science",No,,Placed,Core Engineering,9.44,Research,7.83,8.01,6.5,7.39,7.66,6.09,8.64,6.96
34879e41-1a9c-472a-8eb9-047dba2ac3d9,Cynthia Vasquez,19.0,Male,EEE,7.21,2.0,60.58,Literary Society,"Web Development, SQL",Yes,Higher Studies,Placed,Consulting,4.38,Startup,6.06,4.91,8.32,6.77,7.05,8.0,8.88,7.72
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Diana May,18.0,Female,EEE,7.1,1.0,63.66,"Entrepreneurship Cell, Coding Club","C++, SQL, Web Development",No,,Not Placed,,0.0,,8.98,6.95,5.44,6.6,7.5,7.53,5.91,7.93
